product_id,product_url,product_name,review_title,review_content,review_date
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Very good,Easy stock overclock to 4.5 GHz. Pros: Cant believe how fast it runs. Cons: Gets very hot beyond 4.5 Ghz.,12 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Poor,it low for 4k,6 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,My school has a computer with one of these and an r9 nano? in it. Nearly as fast as my own personal gaming PC.,4 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,"Now I use stable 4,6Ghz 1.35V. I checked 5.0Ghz at 1.45v and was still stable.",5 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Good,Great CPU that in 2016 is staying close to the new CPUs,7 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Good,Still going strong after all these years.,6 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,"Within 15% performance of the best mainstream i7 8 years later (unless you spend a lot of time rendering video and need many cores to speed that process.) Dirt cheap used, great overclocking, and bullet proof. Eight years later and no good reason to upgrade.",5 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,Absolutely loved this processor. Was able to run 5ghz on cheap air cooling with no bump to voltage. Happy days.,4 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Good,"I use it myself, and it's still a fine choice if you get it at a low price to upgrade from a 2500k. I wouldn't recommend building a system from 0 with it, however. You also have to overclock pretty high to get the most out of it, but that shouldn't be a problem.",4 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,"4 Years old, chugging along at 5GHz on air and still keeping up with waaay more expensive newer CPUs. I don't see the point of upgrading anytime soon :)",8 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,This CPU worked for me since 2011 and now it's going to sill work for other guy :),4 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Outstanding,Great old CPU...,7 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,old but gold,5 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Good,"7 years and still going strong with a rubbish cooler... Not beefy enough for livestreaming, but for gaming its awesome. Will be replaced with Ryzen soon and transformed into a HTPC then.",5 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Excellent,"Legendary CPU, a 2011 chip that'll compete with modern releases when given a half-decent overclock.",5 years ago.
621,https://cpu.userbenchmark.com/Intel-Core-i7-2600K/Rating/621,Intel-Core-i7-2600K,Good,Chugging away after so many years.,3 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,,"served me well for 8 years and is still going in my laptop. use it every day and can handle most modern tasks. really the best for the time period, but it is quite out of date now. not upgrading until i find something i want to do that it can't handle so looks like another 8 years at this rate .",1 month ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Excellent,I just bought this one on Ebay to upgrade my old laptop. And it's amazing how fast it runs now. It's like day and night. No problems with photoshop or playing games :),4 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Terrible,I can't replace it for something truly better. Even a 9750h is just 48% faster.,3 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Poor,Legendary Sandy bridge & Ivy bridge series,7 months ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Excellent,Really nice upgrade from a i3-3110m. Chipset was compatible. So I got fastest frequencies and double the core/thread count,3 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Average,,12 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Average,"This thing can handle Adobe Photoshop and many normal programs nicely, but forget about anything above that, it just cant handle it.",5 years ago.
626,https://cpu.userbenchmark.com/Intel-Core-i7-3630QM/Rating/626,Intel-Core-i7-3630QM,Good,"Performance is great, price - not so much.",7 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,,It runs well even in this day and age.,21 days ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,low price but weak this processor,6 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,"used it for a year, served great",3 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,"Have run this for 9 years without issue. Maya... Unity... Games... you name it. It's still going strong, I'm here deciding if I even need to update it!",2 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,esta bien para quienes inician en el gaming con poco dinero,6 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Average,"Very Outdated CPU, Do not buy in 2022 unless you have a extremely low budget",23 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,the cpu is good the integrated graphics are garabage,7 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,i just got it no problem with it,14 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,Very bad CPU can't play GTA v on medium graphics,16 days ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,"More Cores, more GHz and more inexpensive",19 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,BEST VALUE EVER!I HAVE A GTX 1650 AND ALL THE GAMES RUN SMOOTHLY AT HIGH SETTINGS!,2 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,"been running for 7 years now, no problem whatsoever",20 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Average,,12 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,Can't run fortnite battle royale and modded minecraft,3 months ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Poor,"This thing is a beast despite its age, replaced from my old Core 2 Quad, plays all games at 60 fps with the GTX 950, no bottleneck at all, in fact, it can even handle a GTX 980, which is crazy for a processor that has its years. I am very happy with this one, moreover now that I see that it compares to an i3 6100. I got it just to play Titanfall 2, but does so much more!",2 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,"Even in 2019, this is still a decent CPU for general desktop use or even light (or older) gaming when paired with a low-end (or old-ish) GPU. The 95 watt TDP is laughable for a locked 4-core/4-thread CPU, but it's 32 nm and shows just how far we've come, at least in terms of efficiency. Even so, it still runs incredibly cool with a stock cooler. I purchased mine for just $36 (USD) on Ebay and paired it with an Asus P8H61-I mini ITX motherboard. I've also run it on my Gigabyte Z77 motherboard which allows me to lock it at its 3.4 GHz boost speed on all four cores, but since I use that board for my 3770K, it mostly resides on the H61 board.",5 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,"This CPU is a great option for people who are looking to build their first PC, but only have a tight budget to do so. An used i5-2400 can be obtained from places like eBay, OfferUp, and Hardwareswap for about $20-30 USD. Despite the i5-2400 being over 9 years old, it still has a respectable single and quad core speed, as measure by Cinebench and Userbenchmark. If you can find a cheap OEM motherboard to pair with a $30 i5-2400, it can be a great starter CPU/MOBO combo for a $300 entry-level build.",3 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Average,"The CPU overheats most of the time, normally it goes 60+ degrees (in celsius) when doing stuff and 56 degrees when idle. It's an OK CPU for tasks that require little power and it isn't best for games that require more power.",3 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Good,"works amazingly for my rig, what a bang in the buck",6 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,"I have one clocked at 4.3Ghz on boost. running on air too, not water. I've got higher bench scores on here then this site lists as max. http://www.userbenchmark.com/UserRun/9751329",5 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,Still going in 2020. Anchors the system nicely for desktop/workstation applications. Can still handle some more intensive applications like video editing and data analysis fine too.,4 years ago.
803,https://cpu.userbenchmark.com/Intel-Core-i5-2400/Rating/803,Intel-Core-i5-2400,Excellent,very good value for money god dang,14 months ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,,ahh but im stuck with it cuz im 15,4 days ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Liked,,5 months ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,Still haldles most games 10 years later.(overclocked),11 months ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Poor,best of every day task and light gaming,9 days ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Poor,"old but gold, he reaches more games new games so it is a nice procesor",19 months ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,"Been a good buy, bought it as they were being superseded so it was pretty cheap, mild overclock at 4.1GHz for the last couple of years. runs stable and cool on air.",2 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,"Still awesome at 4,7 Ghz on air without delid.",11 months ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Poor,actually it's cheap in my country,24 days ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Terrible,10 years later and it still runs amazingly good at 5ghz.,2 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Poor,"with 16gb ram and ssd, rx 580 8gb, you will play RDR2 like nothing. best price/quality processor founded on aliexpress. (about 45bucks)",3 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Terrible,"Runs fine at 4.5GHz, as long as 4 cores are enough...",4 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Very good,,11 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,Its 2018 and I'm still playing all the newest games on full HD thanks to this CPU.,4 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,"Despite having and using this CPU already in my own rig. I can feel the higher core temps than the i5-2500K thanks to the usage of TIM instead of solder for their IHS. Overall, this CPU is going strong and is still sufficient for gaming today (requires lowering settings for newer games though).",4 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,Approx 15% better performance than the i5-2500K and the same price. Supersedes the core i5-2500k.,11 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Terrible,it low for 4k,6 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,It's alright. Really needs to be overclocked to be useable. luckily this CPU doesn't mind getting boosted. It can play modern games fine with a good GPU. It isn't better then the second gen though. If you can get an i7-2600 for cheaper its better.,2 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,+1 Because some person had it at a stable 5.4Ghz,5 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Outstanding,Outstanding,8 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Very good,"For the price and time frame, it was simply awesome. Showing it's age somewhat, but still solid.",7 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Very good,4.6 ghz still going strong,7 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,Amazing OC-Potential. Would still be a very good prozessor in 2017 if it had more than 4 cores,5 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,Great single core performance (OC'ed to 4.4GHz in my system) makes it an excellent CPU for gaming even in 2018.,5 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,Moest overclockable chip available! I love it.,4 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,Used since released and still going strong. Starting to show its age a little when comparing to 9th/10th gen with newer tech but will still hold its own.,3 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,"Overclocked to 4.4GHz. Good performance. No issues, a few years after it's release it holds up well. Great for gaming.",8 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,Watercooled 5.8GHz max OC,6 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,"Still competitive with a 4.5ghz overclock, makes intel innovation look like a joke.",5 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Outstanding,"4,5Ghz // Máx 80ºC no WC // Desempenho excepcional",7 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,bought this in 2013 and it's still running new games on high/ultra at 1080. I wouldn't buy one new but i don't regret my purchase.,5 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,great chip and overclocks very easy to 4.5ghz,4 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Good,nice processor,3 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Poor,very kuhl,2 years ago.
1316,https://cpu.userbenchmark.com/Intel-Core-i5-3570K/Rating/1316,Intel-Core-i5-3570K,Excellent,"This thing is just that good for its age, have to rate it five stars.",2 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,,Still plays games well. OC to 4.2GHz on air.,21 days ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,,4 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,"CPU works great! Perhaps not futureproof, but works good for everything I need it to do. (Apex legends, Red Dead Redemption 2.)",5 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,11 years later and still kicking ass,3 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,perfect with default vcore 4.2ghz,5 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,Awesome 4-core processor. 5ghz overclock is easy to achieve using a decent AIO.,20 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Simply awesome to be able to use a 7 year old CPU and still be happy in 2019!,2 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,was an exceptionally nice processor and still does very well for office applications. For Games it could still be a budget build,2 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Terrible,Is only good if you want to play Source games outside of that this one is not worth it,5 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Terrible,The cpu speed is terrible and do not recommend to buy even if it is a starter pc,6 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,nice budget cpu very powerfull for the prive,4 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,,11 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,the performance is great i just bought it 4 days ago and im very satisfied with this product,9 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Good processor still great for gaming even though already 3 years minimum power consumption and nice overclocking when it's needed,3 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,better performance more threads 3.5ghz,9 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Terrible,it low for 4k,6 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,"Good, but high temperature",5 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,Top 3rd generation consumer market CPU,5 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,"Good CPU, though with the stock cooler may overheat...",17 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Still competitive plus its cheap,6 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,"The i7-3770K is the best processor you can buy for LGA1155 socket. With 4 cores and 8 threads, this processor still handles gaming and streaming very well. Apart from it's great overclocking capabilities, the age of the processor is beginning to show. Since the processor was made for older motherboards, compatibility with newer technologies (such as DDR4 Memory and NVMe Solid State Drives for example) is non-existent. While this may not matter for most consumers, for those who want the best value for their money, this processor is not a good choice. However, it can be recommended if you ALREADY own a motherboard capable of overclocking that is compatible with the i7-3770K. If you don't have a motherboard that can overclock the processor, it is recommended that you buy an i7-3770 non 'K' variant, as this will mirror the performance of the 'K' variant. To summarize, there are better, more modern options available that can obtain equal, if not better, performance than the i7-3770K, while supporting newer memory and storage as well as an overall increase in performance in gaming and workstation applications.",5 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Used it for years IPC are still up for the task compared to new CPU's,5 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Good,Decent for moderate gaming,4 years ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Still going strong in 2023,17 months ago.
1317,https://cpu.userbenchmark.com/Intel-Core-i7-3770K/Rating/1317,Intel-Core-i7-3770K,Excellent,Works FOREVER almost NEVER my pc's bottleneck under normal use,4 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,,Excellent! OCs like a champ! Ran this CPU for almost 6 years and would still be using it if not for needing to RMA the mobo I was using. Will be building another machine to continue to make use of it though. It still has a lot to give.,4 months ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Good,bad Value vs. performance and features,17 months ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,After 9 years it's still a good processor. Worth about 50$ in Poland in 2020.,10 months ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,Greatest CPU intel ever made...,1 month ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Poor,"9 years old processor, and only 10% + vs Ryzen 5 3600x :D :D :D",17 months ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,Good for 3D rendering - 6 years in full power on watercooling - 100%,3 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Terrible,Bought it for 120$ used this year and managed to put together an 800$ 6 core build. It delivers outstanding multicore performance and I have not had a need to overclock it yet.,6 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Good,"Bought this loyal processor Q1 '12, it's still going strong. Not worth going for this now, since you're paying for rarity (discontinued a good while ago), but if you happen to come across one, defo still worth using. The most taxing games and software run properly on it. It's been such a good boy for so long, I'll feel sad when I finally upgrade my core components for PCI4 M.2 compatability. Oh, I use this with a p9x79 deluxe board and low latency 2*8gb ram.",3 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,Old man geek. Still my favourite.,2 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,,11 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,"I Love my 3930k I had it on custom water cooling and clocked to 4.8ghz. and it did a Great job I took it off water cooling after updating the bios and it went back to stock speeds. Even at stock speeds it does a good job. I may use an AIO cooler and clock it back up a little, Maybe 4.0 or 4.2 depending on the tempters. Then give it to my Grandson for gaming and streaming he is 8 and Loves PC gaming and streaming",5 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,,4 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Very good,"Cheers I do multi tasking, video rendering , I plan to upgrade but this chip can go to 5.2ghz its ran 4.8ghz since day one no troubles and still get faster speeds then the majority of the newer cpus. Just lucky I could a good OC chip. I couldn't get past 4.7 at first till I watercooled the mosfets.",8 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,"Served me well for years, 6 cores 12MB L3 cache. Easy to OC, performs as well as a 7700K for an 8-year-old CPU.",5 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,"Love this baby. I have it up to 4.8 ghz with an AIO water cooler. I mean, this thing is flippin fast, testing above the level of a 7700k stock. I disabled HT...and man am I glad i did. 6 cores and 6 threads is MORE than enough for anything really. Pretty good considering i got this for freezies!",6 years ago.
1487,https://cpu.userbenchmark.com/Intel-Core-i7-3930K/Rating/1487,Intel-Core-i7-3930K,Excellent,My 3930k has been easily overclocked to 4.7GHz and has running well at that same clockspeed for ~5 years. Still holds up extremely well and manages a 98.8% Gaming Score compared to a standard 108% Gaming Score for an 8700k.,5 years ago.
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,,,2 years ago.
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,Disliked,,7 years ago.
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,Excellent,"Energy saving, reliant, cheap and fast for the money. System built up in 2015 - In 2020 still well to work with.",3 years ago.
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,Terrible,this cpu is worst than intel pentium,3 years ago.
1488,https://cpu.userbenchmark.com/Intel-Core-i3-3225/Rating/1488,Intel-Core-i3-3225,Average,,11 years ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,,"not too expensive, very very old, struggles to run anything large but good and affordable for old people or non gamers.",6 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Disliked,,8 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Liked,,6 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,The best processor for high performance PC.,3 years ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,it is 8 y.o now but still valid for me!,20 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Good,Good chip still goes strong in 2022,4 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,One of the best budget processors for games or workstation. I playing and doing virtualisation.,2 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Poor,this processor deserves hate against the almighty gaming amd processor,3 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,"Excellent performance! Nothing to envy of the newest chips. Ive got it on a bargain, very satisfied!",11 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,I don't have it but it's still better than 8th gen i 7 Pls don't change a cpu,5 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Good,"Soon 8 years of faithful service, couldn't be better. Still running games with 150+ fps, sadly i have to upgrade now due to heating issues.",17 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Terrible,7 years old and still running everything without problems...,22 months ago.
1537,https://cpu.userbenchmark.com/Intel-Core-i7-4770K/Rating/1537,Intel-Core-i7-4770K,Excellent,Has served me really well for a looong time,2 years ago.
